Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%
GET,/api/cart/cart/anonymous-362,1,0,174.716219,174.716219,174.716219,174.716219,130,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-363,1,0,176.513431,176.513431,176.513431,176.513431,223,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-364,1,0,178.244748,178.244748,178.244748,178.244748,184,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-365,1,0,174.991943,174.991943,174.991943,174.991943,230,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-366,1,0,174.246021,174.246021,174.246021,174.246021,201,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-367,1,0,175.996877,175.996877,175.996877,175.996877,226,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-368,1,0,172.066601,172.066601,172.066601,172.066601,213,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
,,,,,,,,,,,,,,,,,,,,,
GET,/api/cart/update/anonymous-328/RED/2,1,0,170.930026,170.930026,170.930026,170.930026,134,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-329/UHJ/2,1,0,172.649371,172.649371,172.649371,172.649371,206,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-330/RMC/2,1,0,177.409952,177.409952,177.409952,177.409952,202,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-331/HPTD/2,1,0,169.741599,169.741599,169.741599,169.741599,121,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-332/HPTD/2,1,0,173.797135,173.797135,173.797135,173.797135,213,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-333/RMC/2,1,0,176.002035,176.002035,176.002035,176.002035,216,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-334/RMC/2,1,0,167.132073,167.132073,167.132073,167.132073,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-335/RMC/2,1,0,175.320945,175.320945,175.320945,175.320945,208,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-336/RED/2,1,0,172.660683,172.660683,172.660683,172.660683,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-337/RED/2,1,0,174.819318,174.819318,174.819318,174.819318,134,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-338/STAN-1/2,1,0,177.644321,177.644321,177.644321,177.644321,195,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-339/RED/2,1,0,177.70906,177.70906,177.70906,177.70906,226,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-340/RED/2,1,0,166.110047,166.110047,166.110047,166.110047,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-341/HPTD/2,1,0,175.82442,175.82442,175.82442,175.82442,199,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-342/EPE/2,1,0,177.660663,177.660663,177.660663,177.660663,215,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-343/SHCE/2,1,0,172.902884,172.902884,172.902884,172.902884,228,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-344/EPE/2,1,0,176.91934,176.91934,176.91934,176.91934,208,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-345/EMM/2,1,0,169.876249,169.876249,169.876249,169.876249,188,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/update/anonymous-346/EMM/2,1,0,176.014698,176.014698,176.014698,176.014698,222,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/update/anonymous-347/UHJ/2,1,0,177.911984,177.911984,177.911984,177.911984,228,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
